"taskai","vidurkis","trasos","uolos","viso_laipioja_metu","lygis","amzius_kai_pradejo","birth","ugis","svoris","lytis"
"6409","493.00","13","3","1","7A","17","1990-12-21 00:00:00","172","63","0"
"356705","780.54","449","43","8","8A","12","1989-05-13 00:00:00","177","68","0"
"40762","550.84","73","6","4","7B","24","1982-05-11 00:00:00","175","68","0"
"64672","808.40","77","13","5","8A","17","1991-07-06 00:00:00","190","88","0"
"7338","815.33","9","2","1","7C","12","1995-11-06 00:00:00","165","53","0"
"4198","699.67","6","2","1","7A+","22","1986-10-13 00:00:00","168","53","1"
"30040","455.15","60","5","4","6C+","22","1981-12-02 00:00:00","185","73","0"
"12751","510.04","25","10","3","6C+","30","1978-11-08 00:00:00","168","63","0"
"76307","652.20","117","25","7","7B+","12","1978-04-01 00:00:00","179","73","0"
"2195","439.00","5","2","1","6A+","21","1986-07-09 00:00:00","180","63","0"
"15429","551.04","26","6","11","7A","30","1969-10-24 00:00:00","176","73","0"
"330792","802.89","405","32","10","8A+","11","1992-10-26 00:00:00","182","73","0"
"7237","425.71","17","2","2","6B","18","1990-06-17 00:00:00","180","63","0"
"16568","662.72","25","8","2","7B","19","1982-11-11 00:00:00","180","78","0"
"1100","550.00","2","1","2","6C","20","1986-08-07 00:00:00","175","63","0"
"1850","462.50","4","2","1","6B+","24","1983-01-23 00:00:00","187","73","0"
"1160753","588.62","1728","73","11","8A","18","1981-10-31 00:00:00","179","78","0"
"57940","762.37","70","9","6","8A","16","1992-12-14 00:00:00","176","68","0"
"74761","795.33","91","11","4","8A+","15","1993-10-03 00:00:00","180","68","0"
"116050","659.38","173","25","10","7C+","32","1976-04-20 00:00:00","178","68","0"
"337520","613.67","535","54","7","7C+","22","1984-06-03 00:00:00","171","68","0"
"700","700.00","1","1","1","7A","17","1991-02-21 00:00:00","160","63","0"
"6056","550.55","11","4","1","6C+","30","1970-10-21 00:00:00","181","78","0"
"159810","629.17","251","13","9","7B+","22","1985-07-13 00:00:00","182","83","0"
"231263","734.17","312","29","10","8B","19","1988-08-03 00:00:00","166","53","0"
"290237","716.63","379","62","8","8A","23","1983-08-01 00:00:00","178","73","0"
"4552","413.82","10","4","1","6B","25","1982-10-23 00:00:00","183","68","0"
"2137","427.40","5","2","2","6A","23","1986-10-09 00:00:00","180","88","0"
"2085","521.25","4","1","1","6B","19","1987-02-23 00:00:00","181","73","0"
"298","298.00","1","1","1","5C","26","1980-06-23 00:00:00","160","58","1"
"36276","558.09","64","9","3","7B","16","1983-11-02 00:00:00","186","83","0"
"262731","618.19","424","37","8","7B","25","1983-12-01 00:00:00","169","58","0"
"122683","545.26","205","32","4","7B","20","1987-05-22 00:00:00","170","68","0"
"24445","428.86","52","8","4","6C+","22","1986-06-25 00:00:00","186","78","0"
"144072","787.28","179","19","6","8A+","22","1986-09-22 00:00:00","188","73","0"
"1503","501.00","2","1","1","6B+","23","1986-12-03 00:00:00","173","73","0"
"36571","653.05","55","9","8","7B+","17","1979-02-07 00:00:00","170","73","0"
"40807","574.75","60","13","6","7B+","18","1984-03-03 00:00:00","183","73","0"
"11203","659.00","17","4","2","7C","25","1973-04-26 00:00:00","185","73","0"
"56936","495.10","95","10","5","7B+","23","1974-06-08 00:00:00","183","78","0"
"48384","628.36","74","18","6","7B+","20","1989-10-26 00:00:00","180","78","0"
"233160","635.31","345","41","6","7C","18","1988-07-27 00:00:00","183","68","0"
"98","98.00","1","1","1","3A","15","1993-02-06 00:00:00","165","63","0"
"102092","459.87","218","29","3","6C+","23","1984-08-08 00:00:00","165","63","0"
"21930","812.22","27","7","1","7C+","23","1967-04-22 00:00:00","183","73","0"
"46658","613.92","71","10","4","7B","17","1991-08-07 00:00:00","176","68","0"
"24237","526.89","42","9","5","7A+","19","1988-07-13 00:00:00","194","78","0"
"2060","686.67","3","1","1","7B","18","1975-11-20 00:00:00","182","73","0"
"106697","616.75","170","38","7","7B","22","1984-09-13 00:00:00","175","73","0"
"138488","610.08","183","24","8","7B+","27","1976-04-06 00:00:00","172","68","0"
"10055","502.75","20","4","2","6A+","17","1975-08-06 00:00:00","175","68","0"
"17615","440.38","28","1","1","6B","19","1989-08-04 00:00:00","182","68","0"
"1551","387.75","4","2","1","6A","27","1982-12-15 00:00:00","176","78","0"
"42147","458.12","83","7","3","6B+","29","1979-04-13 00:00:00","170","73","0"
"534342","570.88","908","65","9","7C+","31","1977-09-08 00:00:00","160","53","1"
"100685","371.53","111","17","6","6C+","26","1980-04-06 00:00:00","187","43","0"
"834424","726.22","1132","25","9","8B","12","1987-10-01 00:00:00","255","83","0"
"31880","797.00","39","3","4","7C+","25","1981-02-08 00:00:00","179","73","0"
"9447","629.80","12","3","2","7A+","20","1975-01-19 00:00:00","186","78","0"
"18579","619.30","29","9","1","8A","18","1985-01-21 00:00:00","164","58","0"
"2300","766.67","3","1","3","7B+","22","1983-03-13 00:00:00","187","78","0"
"82242","571.13","121","27","6","8A","10","1997-11-14 00:00:00","160","43","1"
"278","278.00","1","1","1","5B","26","1982-04-28 00:00:00","180","78","0"
"96828","711.97","136","8","9","7B+","22","1981-07-20 00:00:00","184","73","0"
"382373","811.83","469","76","15","8A","20","1980-04-25 00:00:00","180","63","0"
"118753","886.22","127","6","2","8B","15","1983-10-27 00:00:00","183","83","0"
"16595","691.46","24","7","3","7A+","20","1986-12-03 00:00:00","176","63","1"
"110595","813.20","131","15","6","8A+","16","1991-03-27 00:00:00","170","53","0"
"15871","587.81","27","4","2","7A","18","1982-11-04 00:00:00","194","78","0"
"1295","431.67","3","1","1","6A+","23","1985-11-22 00:00:00","162","68","0"
"1306","435.33","3","2","1","6B","17","1992-01-22 00:00:00","176","68","0"
"18740","720.77","26","6","3","7C","12","1988-06-18 00:00:00","175","73","0"
"11490","766.00","14","5","2","7B+","22","1984-12-19 00:00:00","178","73","0"
"15324","729.71","21","8","1","7B","22","1984-11-19 00:00:00","178","73","0"
"90625","801.99","110","4","2","8A+","12","1989-07-12 00:00:00","182","68","0"
"4310","359.17","12","3","2","6B+","12","1988-11-09 00:00:00","178","83","0"
"3676","306.33","12","5","2","6A","22","1987-03-12 00:00:00","170","73","0"
"1435","478.33","3","1","1","5C","24","1984-12-11 00:00:00","190","93","0"
"145171","907.32","153","10","14","8C","16","1980-06-26 00:00:00","179","68","0"
"19439","971.95","20","6","1","8A+","16","1987-06-10 00:00:00","170","58","0"
"11450","715.63","15","4","3","7A+","10","1966-10-04 00:00:00","186","73","0"
"22358","721.23","31","3","3","7B+","14","1991-07-19 00:00:00","170","63","0"
"7004","304.52","6","3","1","6A+","11","1998-09-08 00:00:00","144","43","0"
"69112","735.23","85","18","9","7C","17","1968-12-21 00:00:00","176","68","0"
"27497","785.63","34","8","5","7B+","15","1988-12-02 00:00:00","175","63","0"
"31459","507.40","60","21","5","7B","19","1988-11-30 00:00:00","167","58","1"
"62131","597.41","100","17","3","7B+","19","1970-11-06 00:00:00","183","73","0"
"113714","467.96","240","20","12","7A+","20","1984-08-16 00:00:00","182","73","0"
"4315","269.69","14","2","1","6A","23","1986-08-09 00:00:00","169","63","0"
"12747","509.88","25","10","2","6B","18","1960-12-14 00:00:00","177","68","0"
"192886","824.30","208","38","10","9A","6","2001-04-28 00:00:00","148","40","1"
"56789","887.33","64","14","7","8B","21","1984-12-28 00:00:00","173","58","0"
"41028","569.83","71","18","3","7A+","29","1976-06-11 00:00:00","183","68","0"
"187881","643.43","288","36","10","8A","19","1987-12-09 00:00:00","177","100","0"
"64412","650.63","87","11","4","7B+","37","1969-01-27 00:00:00","182","63","0"
"1535","511.67","3","1","1","6A","24","1985-02-14 00:00:00","171","68","0"
"1138150","751.75","1500","94","13","8B+","23","1977-02-07 00:00:00","178","73","0"
"18068","475.47","38","5","3","6B+","22","1983-06-09 00:00:00","191","78","0"
"15767","606.42","26","12","3","7A+","24","1979-06-24 00:00:00","186","83","0"
"84757","737.02","112","11","5","8A","11","1992-04-14 00:00:00","175","63","0"
"37389","655.95","55","5","3","7C","18","1989-05-17 00:00:00","176","68","0"
"5919","538.09","11","3","2","6B+","14","1991-01-20 00:00:00","180","73","0"
"5732","440.92","13","2","1","6C","31","1973-05-16 00:00:00","193","78","0"
"18187","699.50","26","11","2","7B","23","1981-09-29 00:00:00","180","73","0"
"73778","515.93","136","8","9","7B","21","1958-07-08 00:00:00","184","78","0"
"4592","510.22","9","2","1","6B","22","1986-11-01 00:00:00","190","83","0"
"52569","477.90","108","18","5","6C+","28","1978-05-02 00:00:00","167","68","0"
"4175","521.88","8","2","1","6A+","22","1982-05-15 00:00:00","175","73","0"
"44116","865.02","50","13","6","8A+","13","1994-06-08 00:00:00","255","68","0"
"31573","526.22","54","9","4","7B","30","1977-07-17 00:00:00","160","58","0"
"13988","822.82","16","6","1","7C+","15","1986-05-04 00:00:00","178","63","0"
"205860","693.13","296","20","11","8A+","21","1986-10-29 00:00:00","175","73","0"
"79821","798.21","98","16","3","7C+","21","1987-04-02 00:00:00","182","68","0"
"17656","679.08","20","2","2","8B","10","1992-11-17 00:00:00","170","53","0"
"109091","742.12","147","20","5","7C","22","1983-02-01 00:00:00","180","73","0"
"9172","482.74","19","3","1","6C","23","1984-08-17 00:00:00","189","83","0"
"9351","346.33","27","6","5","6A+","21","1985-03-08 00:00:00","188","83","0"
"830","415.00","2","2","2","6B+","20","1986-03-24 00:00:00","180","68","0"
"15121","458.21","33","5","2","6C","35","1972-08-24 00:00:00","170","88","0"
"8550","777.27","11","1","1","7B+","21","1981-09-21 00:00:00","183","78","0"
"34501","584.76","56","7","2","6C+","26","1973-11-25 00:00:00","176","63","0"
"9068","335.85","23","4","2","6B","29","1978-10-06 00:00:00","175","83","0"
"21325","735.34","28","3","1","8A","11","1992-11-06 00:00:00","175","63","0"
"39844","510.82","77","7","3","7A+","26","1982-03-13 00:00:00","173","68","0"
"83361","578.90","139","14","7","7C","20","1986-08-22 00:00:00","175","68","0"
"10904","436.16","24","7","3","6C+","14","1969-05-18 00:00:00","172","73","0"
"667161","870.97","751","76","11","8B","12","1988-02-19 00:00:00","180","73","0"
"2048","512.00","4","1","2","6B+","27","1981-03-15 00:00:00","173","63","0"
"45822","520.70","86","14","2","7C","18","1990-05-14 00:00:00","176","63","0"
"126624","924.26","137","18","13","8B","14","1985-12-01 00:00:00","179","73","0"
"240938","854.39","270","23","12","8A+","11","1988-08-17 00:00:00","178","68","0"
"140952","819.49","131","7","6","8C","7","1989-09-22 00:00:00","189","63","0"
"24233","654.95","37","10","1","7B+","19","1985-11-10 00:00:00","170","63","0"
"1594","265.67","4","1","1","5B","32","1977-12-18 00:00:00","161","58","1"
"35700","502.82","71","2","5","8A","27","1977-01-04 00:00:00","187","78","0"
"21134","640.42","32","2","3","7A+","27","1982-03-09 00:00:00","192","88","0"
"280849","853.64","313","33","12","8B","20","1984-04-16 00:00:00","178","73","0"
"308","308.00","1","1","1","5C","18","1990-06-29 00:00:00","176","63","0"
"2983","331.44","9","3","1","6A+","24","1985-06-16 00:00:00","181","73","0"
"700","700.00","1","1","1","7A","23","1984-07-05 00:00:00","208","73","0"
"6228","346.00","18","3","2","6A+","25","1983-04-23 00:00:00","171","73","0"
"5104","425.33","12","5","1","6A+","24","1985-03-12 00:00:00","173","83","0"
"41238","479.51","79","17","3","6C+","24","1984-08-18 00:00:00","181","83","0"
"9826","701.86","14","3","3","7B+","11","1985-04-23 00:00:00","172","73","0"
"61065","616.82","97","13","6","7C","23","1983-04-28 00:00:00","177","63","0"
"322486","890.85","359","42","8","8C","17","1989-04-28 00:00:00","168","58","0"
"1340","446.67","3","1","1","6C","27","1980-02-11 00:00:00","172","83","0"
"198936","774.07","243","19","9","8A","23","1983-10-05 00:00:00","183","73","0"
"336679","643.75","510","50","11","7C","24","1982-02-19 00:00:00","170","58","1"
"202231","871.69","191","23","6","8B","25","1982-01-27 00:00:00","169","58","0"
"54244","695.44","75","7","7","7C","22","1984-10-05 00:00:00","175","63","0"
"146831","699.20","206","23","5","7C","22","1978-11-11 00:00:00","178","68","0"
"517933","747.38","681","35","9","8A+","20","1989-08-15 00:00:00","179","68","0"
"67318","791.98","81","8","8","8A","19","1979-09-10 00:00:00","158","53","1"
"117562","805.22","145","29","3","7C","11","1987-08-19 00:00:00","169","53","1"
"705","705.00","1","1","1","6B+","25","1983-08-27 00:00:00","181","73","0"
"6401","800.13","8","3","2","7B+","17","1989-06-06 00:00:00","187","63","0"
"342616","629.81","437","31","11","7C+","18","1982-08-22 00:00:00","173","68","0"
"18288","508.00","35","6","2","7A","26","1982-12-23 00:00:00","185","83","0"
"7157","596.42","12","4","2","7B","26","1982-07-08 00:00:00","180","68","0"
"234585","837.80","277","15","5","8B","22","1986-05-05 00:00:00","178","63","1"
"3320","830.00","4","2","1","7C","17","1965-01-02 00:00:00","188","73","0"
"64399","731.81","88","20","9","7C+","19","1987-07-26 00:00:00","182","68","0"
"52403","782.13","66","12","8","8A","6","1994-03-05 00:00:00","173","53","0"
"19412","647.07","23","6","2","7A+","12","1970-02-23 00:00:00","172","68","0"
"20579","623.61","31","4","2","7A+","18","1988-01-22 00:00:00","178","68","0"
"5163","286.83","18","5","1","6A+","33","1976-10-15 00:00:00","177","78","0"
"27303","827.36","33","4","6","8A+","10","1993-06-04 00:00:00","183","78","0"
"4789","342.07","14","2","2","6C+","10","1997-10-09 00:00:00","142","40","1"
"208552","664.18","260","22","8","8B","24","1982-01-15 00:00:00","165","53","0"
"31376","848.00","32","14","5","7B+","15","1965-01-15 00:00:00","185","83","0"
"12786","365.31","33","7","7","6C+","22","1977-08-28 00:00:00","180","73","0"
"77673","597.48","129","21","4","7B","22","1984-07-28 00:00:00","177","63","0"
"3335","833.75","4","1","1","7C","20","1983-09-21 00:00:00","183","73","0"
"6607","660.70","8","3","2","7C","12","1994-09-15 00:00:00","162","43","0"
"5671","708.88","8","2","1","7A","10","1995-02-05 00:00:00","176","63","0"
"55342","666.77","83","7","8","7B","36","1963-06-18 00:00:00","155","73","0"
"73947","697.61","97","15","5","7C+","12","1988-06-12 00:00:00","173","68","0"
"250","250.00","1","1","1","5A","29","1978-04-09 00:00:00","183","83","0"
"179152","731.23","234","31","7","8A+","25","1983-12-02 00:00:00","180","68","0"
"86591","687.23","123","25","5","8A","12","1993-04-22 00:00:00","170","53","1"
"23362","614.79","34","6","3","7B+","17","1978-12-11 00:00:00","183","83","0"
"12557","627.85","20","4","2","7B+","18","1987-09-17 00:00:00","183","73","0"
"14220","618.26","23","3","1","6C+","25","1976-09-03 00:00:00","173","78","0"
"168163","422.52","393","23","4","7B","21","1988-07-08 00:00:00","185","73","0"
"787980","592.47","1314","49","11","7C+","23","1983-06-28 00:00:00","171","63","0"
"33818","638.08","52","12","3","7C","17","1990-06-21 00:00:00","174","63","0"
"1844","307.33","6","1","3","7A+","11","1996-05-29 00:00:00","180","68","0"
"225232","748.28","298","33","16","8A+","18","1984-08-25 00:00:00","174","73","0"
"5495","457.92","9","3","2","6C+","29","1980-04-28 00:00:00","190","93","0"
"6923","407.24","17","1","2","6C","24","1984-03-27 00:00:00","167","58","0"
"505","505.00","1","1","1","6B","21","1983-07-02 00:00:00","186","73","0"
"2775","252.27","10","4","1","6A","30","1979-09-08 00:00:00","174","68","0"
"29826","451.91","58","8","3","6B+","34","1975-02-03 00:00:00","172","73","0"
"18761","781.71","24","10","2","7C+","18","1989-11-30 00:00:00","166","68","0"
"102090","887.74","115","11","5","8A+","11","1994-03-18 00:00:00","255","73","0"
"13807","986.21","14","2","3","8A+","9","1991-09-09 00:00:00","179","68","0"
"60918","609.18","95","19","4","7C","28","1981-11-28 00:00:00","183","73","0"
"1490","298.00","5","3","1","6A+","19","1990-11-22 00:00:00","175","73","0"
"201881","593.77","336","26","5","7B+","20","1984-10-07 00:00:00","174","73","0"
"48913","708.88","69","2","3","7B","22","1985-08-28 00:00:00","174","68","0"
"8289","414.45","20","6","2","6C+","25","1981-09-26 00:00:00","190","88","0"
"11897","660.94","17","9","4","7A+","26","1981-10-17 00:00:00","174","68","0"
"8738","436.90","20","5","2","6B+","32","1975-11-23 00:00:00","190","78","0"
"171172","681.96","250","29","10","8A","16","1989-09-20 00:00:00","173","68","0"
"555","277.50","2","2","1","4A","27","1981-03-13 00:00:00","180","73","0"
"8480","530.00","16","4","7","7A+","11","1972-06-20 00:00:00","182","78","0"
"32705","473.99","63","16","2","7A","12","1979-12-30 00:00:00","175","83","0"
"27184","438.45","56","11","3","6C","30","1979-10-28 00:00:00","178","73","0"
"110056","628.89","171","12","10","7C","30","1974-01-04 00:00:00","174","73","0"
"62945","593.82","106","10","8","7B+","23","1985-06-08 00:00:00","165","53","1"
"4196","466.22","9","3","2","6C","30","1972-06-01 00:00:00","177","63","0"
"259179","841.49","301","35","9","8B","13","1995-06-25 00:00:00","180","73","0"
"6704","446.93","15","2","3","7B","18","1983-07-02 00:00:00","178","73","0"
"211745","381.52","504","38","9","7A","25","1981-03-11 00:00:00","183","78","0"
"47741","530.46","90","10","6","7B","20","1987-06-23 00:00:00","184","78","0"
